Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежиле приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Кіровоград, бульв. Студентський, буд. 1 б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Переможців, буд. 41",55.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кабінет,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,04.02.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Вільшанський р-н, смт Вільшанка, вул. Миру, буд. 31",40.0,,04.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.5,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Кіровоградська обл., Благовіщенський р-н, м. Благовіщенське, вул. Промислова, буд. 14",26.32,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1Б",8.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кім. 11",32.8,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Кропивницький, бульв. Студентський, буд. 1 б",8.0,,01.01.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Кімната,"Кіровоградська обл., Онуфріївський р-н, смт Онуфріївка, вул. Центральна, буд. 44",12.0,,04.01.2021,,Безоплатне коористування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Олександрія, вул. Бульварна, буд. 1",20.0,,04.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., смт Ружин, вул. Стадіонна, буд. 1, корпус А",24.07,,30.03.2011,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., смт Хорошів, вул. Незалежності, буд. 12",22.0,,01.01.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"Житомирська обл., Попільнянський р-н, смт Попільня, вул. Богдана Хмельницького, буд. 29",11.0,,01.07.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., Черняхівський р-н, смт Черняхів, вул. Володимирська, буд. 7",40.0,,01.01.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., Романівський р-н, смт Романів, вул. Жовтнева, буд. 97",10.5,,20.07.2018,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., Радомишльський р-н, м. Радомишль, вул. Соборний Майдан, буд. 2/4",16.8,,01.01.2018,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., Чуднівський р-н, м. Чуднів, вул. Героїв Майдану, буд. 140, кімната 5",24.3,,04.09.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"Житомирська обл., м. Житомир, вул. Леха Качинського, буд. 20",15.8,,01.03.2017,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"Житомирська обл., м. Житомир, вул. Леха Качинського, буд. 20",15.8,,04.03.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",12.5,,01.03.2017,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",12.5,,04.03.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., Баранівський р-н, м. Баранівка, ВУЛИЦЯ ТИЩИКА, буд. 18, кв. 2",15.2,,30.05.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",12.6,,01.03.2017,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",12.6,,04.03.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., м. Коростень, вул. Грушевського, буд. 44/20",23.0,,01.01.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., м. Бердичів, вул. Козацька, буд. 7",20.0,,02.03.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",23.0,,01.03.2017,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
частина нежитлового приміщення,"м. Житомир. вул. Леха Качинського, буд. 20",23.0,,04.03.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Житомирська обл., м. Новоград-Волинський, ВУЛИЦЯ УЖАЧИНСЬКА, буд. 5",24.2,,05.05.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
житлове приміщення,"Житомирська обл., Новоград-Волинський р-н, село Стриєва, вул. Баранівська, буд. 14/4",10.8,,08.02.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
