Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"Черкаська обл., м. Черкаси, вул. Смілянська, буд. 23, оф. 35",16.0,,01.07.2019,,Право на безоплатне користування для реєстрації місцезнаходження,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Львів, вул. Івана Франка, буд. 16",113.1,,05.05.2006,17773,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Львів, вул. Івана Франка, буд. 16",96.0,,16.03.2010,110120,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Львів, просп. Чорновола В., буд. 59",32.8,,17.03.2008,10754,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"Львівська обл., м. Яворів, вул. Львівська, буд. 28",56.3,,01.05.2017,85970,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Львівська обл., м. Золочів, вул. Кармелюка, буд. 12",25.0,,01.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Гагаріна, буд. 9, кв. 4",30.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Долинський р-н, м. Долинська, вул. Нова, буд. 106, кв. 1",20.3,,01.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новомиргородський р-н, м. Новомиргород, вул. Кірова (А. Гурічева), буд. 35, кв. 1",30.0,,01.01.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"м. Кропивницький, бульв. Студентський, буд. 1Б",121.2,,19.02.2009,116250,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Олександрія, вул. Бульварна, буд. 1",20.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, кім. 11",32.8,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Благовіщенський р-н, м. Благовіщенське, вул. Промислова, буд. 14",26.32,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Бобринецький р-н, м. Бобринець, вул. Базарна, буд. 165",9.5,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Вільшанський р-нсмт. Вільшанка, вул. Миру, буд. 31",40.0,,01.01.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Гайворонський р-н, м. Гайворон, вул. Великого Кобзаря, буд. 7",14.5,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Голованівський р-н, смт Голованівськ, вул. Суворова, буд. 4",16.0,,01.01.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.02.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Знамянка, вул. Переможців, буд. 41",55.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,01.01.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска, вул. Центральна, буд. 69",8.0,,01.01.2021,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Олександрія, вул. Бульварна, буд. 1",20.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Онуфріївський р-н, смт Онуфріївка, вул. Центральна, буд. 44",12.0,,01.01.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Центральна, буд. 31",23.31,,30.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., м. Світловодськ, вул. Героїв України, буд. 96, оф. 12",16.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Устинівський р-н, смт Устинівка вул. Ювілейна, буд. 6",20.0,,04.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50/2",27.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, Спортивна площа 3, нежитлові приміщення з №1по №16(групи приміщень №1)",150.0,,22.05.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"м. Київ, вул. Турівська, буд. 13, літера ""Б""",10.2,,01.04.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Тернопіль, бульв. Шевченка, буд. 23",73.9,,12.09.2012,192660.49,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Тернопіль, бульв. Шевченка, буд. 23",21.0,,23.01.2013,54642.13,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Запорізька обл., м. Запоріжжя, ВУЛИЦЯ КОСМІЧНА, буд. 119",10.2,,01.08.2020,5154,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",32.5,,01.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Дніпро, вул. Михайла Грушевського, буд. 8",213.0,,23.04.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Дніпропетровська обл., м. Камʼянське, вул. Республіканська, буд. 9 А, оф. 301",36.2,,01.10.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Приміщення,"м. Дніпро, просп. О. Поля, буд. 84А, кв. 4",17.5,,17.02.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Дніпро, вул. Героїв Крут, буд. 16",25.4,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Дніпро, вул. Героїв Крут, буд. 16",23.1,,01.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Дніпро, вул. Калинова, буд. 72",30.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Дніпропетровська обл., Павлоградський р-н, село Вербки, вул. Матросова, буд. 1",27.1,,15.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Івано-Франківськ, вул. Кконовальця, буд. 7, корпус Б",70.0,,10.02.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"Полтавська обл., ., м. Хорол, вул. Незалежності, буд. 88, корпус 2",29.79,,12.10.2017,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"м. Полтава, вул. Конституції, буд. 11, оф. 2",10.0,,01.01.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Миколаївська обл., Вознесенський р-н, м. Южноукраїнськ, вул. Дружби Народів, буд. 6",54.0,,01.04.2019,,оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Хмельницька обл., Теофіпольський р-н, смт Теофіполь, ВУЛИЦЯ ЮНОСТІ, буд. 17",11.0,,02.01.2020,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",35.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Ковель, вул. Степана Бандери, буд. 9",165.5,,31.12.2019,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",39.6,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",52.2,,20.08.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Іваничівський р-н, смт Іваничі, вул. Незалежності, буд. 14Б",12.0,,01.02.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Локачинський р-н, смт Локачі, вул. Луцька, буд. 2",13.8,,01.05.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Горохівський р-н, м. Горохів, вул. Сокальська, буд. 2А",19.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Горохівський р-н, м. Горохів, вул. Незалежності, буд. 2",25.0,,25.03.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",8.5,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Ківерцівський р-н, м. Ківерці, вул. Незалежності, буд. 2",47.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Любешівський р-н, смт Любешів, вул. Свободи, буд. 24",18.3,,22.06.2020,25266.12,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Любомльський р-н, м. Любомль, вул. Незалежності, буд. 20",28.0,,01.08.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Маневицький р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,01.03.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Ратнівський р-н, смт Ратне, вул. Центральна, буд. 42",12.0,,01.01.2021,170397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Старовижівський р-н, смт Стара Вижівка, вул. Незалежності, буд. 83",22.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Шацький р-н, смт Шацьк, вул. Степана Шковороди, буд. 13",52.0,,01.10.2018,10977,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
нежитлове приміщення,"Волинська обл., Турійський р-н, смт Турійськ, вул. Луцька, буд. 16",16.3,,20.05.2020,99397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Красилівська, буд. 2/3",56.5,,19.04.2018,839400,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
приміщення,"Хмельницька обл., м. Хмельницький, ВУЛИЦЯ ПРОСКУРІВСЬКА, буд. 17",15.0,,02.01.2019,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Чернівецька обл., Кіцманський р-н, м. Кіцмань, вул. Незалежності 38, оф. 2",38.0,,01.07.2020,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Глибоцький р-н, смт Глибока, вул. Центральна, буд. 96",36.6,,01.04.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Новоселицький р-н, м. Новоселиця, вул. Центральна буд. 31",15.2,,07.09.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Заставнівський р-н, м. Заставна, вул. Чорновола буд. 30",10.3,,01.07.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., м. Чернівці, вул. Головна, буд. 22",77.2,,20.08.2007,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., м. Чернівці, вул. Кафедральна буд. 8/1",60.2,,08.08.2013,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Кельменецький р-н, смт Кельменці, вул. Бассарабська, буд. 34А",10.2,,01.11.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Вижницький р-н, м. Вижниця, вул. Українська, буд. 87",36.0,,01.01.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Сторожинецький р-н, м. Сторожинець, вул. Федьковича, буд. 11",34.5,,01.09.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Чернівецька обл., Сокирянський р-н, м. Сокиряни, вул. О. Кобилянської, буд. 6А",26.0,,01.04.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлове приміщення,"Рівненська обл., м. Рівне, вул. С. Петлюри, буд. 1",129.5,,27.12.2019,0,оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Закарпатська обл., м. Іршава, пл. Народна, буд. 7",15.0,,01.08.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Квартира,"Закарпатська обл., м. Мукачево, вул. Достоєвського, буд. 7 кв. 5",17.3,,02.12.2019,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"Донецька обл., м. Краматорськ, вул. Перша Горна, буд. 5А",22.0,,01.04.2020,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, вул. Городецького Архітектора, буд. 4, літера А",9.0,,01.01.2021,230190.21,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Київ, БУЛЬВАР ПЕРОВА, буд. 4",193.4,,15.09.2010,623125,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Квартира,"Закарпатська обл., м. Мукачево, вул. Достоєвського, буд. 7А, кв. 5",47.0,,21.12.2001,422100,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"м. Київ, вул. Турівська, буд. 13",535.6,,24.06.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Нежитлова будівля,"м. Київ, вул. Турівська, буд. 15",120.18,,28.09.2018,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Складське приміщення,"м. Київ, вул. Набережно-Лугова, буд. 8",200.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Гараж,"м. Київ, вул. Миколи Грінченка, буд. 18",21.0,,01.03.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-03-31,1,2021
Офіс,"м. Суми, вул. Троїцька, буд. 1",3.7,,02.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"м. Суми, вул. Бельгійська, буд. 9",24.2,,30.01.2020,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Частина нежитлового приміщення,"Івано-Франківська обл., м. Калуш, вул. Підвальна, буд. 9",3.0,,16.12.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
нежитлове приміщення,"м. Житомир, вул. Леха Качинського, буд. 20",304.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлова будівля,"Одеська обл., м. Одеса, вул. Преображенська, буд. 45",372.0,,02.01.2020,0,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігвська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., м. Прилуки, вул. Незалежності, буд. 66",20.0,,01.01.2021,,безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, вул. Лесі Українки, буд. 34",11.7,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., м. Ніжин, площа ім. Івана Франка, буд. 1",15.8,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2021,,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",61.55,,01.09.2021,0,безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., м. Харків, вул. Сумська, буд. 57 Б",28.0,,01.04.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2019,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36 а",42.0,,01.01.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2019,19221.41,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,02.08.2019,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Красноградський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Кабінет,"Харківська обл., смт Борова, вул. Миру, буд. 19",8.8,,23.07.2021,12797.66,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Сахновщинський р-н, смт Сахновщина, вул. Михайла Чабанівського, буд. 6",16.0,,01.02.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Кабінет,"Харківська обл., смт Борова, вул. Миру, буд. 19",8.8,,12.08.2021,12797.66,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Великобурлуцький р-н, смт Великий Бурлук, вул. Центральна, буд. 36А",42.0,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, буд. 3А",26.0,,01.01.2021,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., м. Ізюм, вул. Гоголя, буд. 15/1, кімн.№ 46, 47",24.3,,01.01.2021,0,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Харківська обл., Кегичівський р-н, смт Кегичівка, вул. Волошина, буд. 34",18.1,,01.01.2021,19221.41,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлова будівля,м. Вінниця вул. Соборна буд. 72 кімната 219,23.79,,10.10.2019,359918.91,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
нежитлове приміщення,"Хмельницька обл., м. Хмельницький, вул. Проскурівська, буд. 17",124.1,,24.06.2008,751374,Власність,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Івано-Франківська обл., м. Калуш, вул. Грушевського, буд. 25",82.0,,06.05.2019,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
частина нежитлового приміщення,"Івано-Франківська обл., Коломийський р-н, с. Матеївці, вул. Відродження, буд. 5",6.0,,01.10.2021,,Суборенда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Івано-Франківська обл., Коломийський р-н, м. Коломия, вул. Чорновола, буд. 49",12.0,,01.03.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Івано-Франківська обл., м. Косів, вул. Шевченка, буд. 44 корпус А",12.0,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Запорізька обл., м. Запоріжжя, вул. Космічна, б. 119",10.02,,01.08.2020,5154,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлова будівля,"Чернігівська обл., м. Чернігів, вул. 1 Гвардійської армії, буд. 39 А",257.5,,01.01.2021,0,Позичка,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Куликівський р-н, смт Куликівка, вул. Шевченка, буд. 9А",21.0,,01.01.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., м. Ніжин, ПЛОЩА ІМЕНІ ІВАНА ФРАНКА, буд. 1",15.8,,01.07.2020,34621,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Сосницький р-н, смт Сосниця, ВУЛИЦЯ Л. УКРАЇНКИ, буд. 34",11.7,,01.12.2019,7974.95,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Офіс,"Чернігівська обл., Бобровицький р-н, м. Бобровиця, вул. Незалежності, буд. 44",61.55,,01.09.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Берислав, вул. Гоголя, буд. 12, кв. 7",38.0,,01.12.2019,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., Бериславський р-н, м. Берислав, вул. Гоголя, буд. 12, кв. 8",48.0,,01.12.2019,,Безоплатне користування ,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",5.0,,27.08.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50",27.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежиле приміщення,"Кіровоградська обл., Новгородківський р-н, смт Новгородка, вул. Вишнева, буд. 2Б",45.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Нежитлове приміщення,"Кіровоградська обл., Компаніївський р-н, смт Компаніївка, вул. Вишнева, буд. 23",25.0,,01.05.2021,,Безоплатне користування,,,Фізична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
Кабінет,"Кіровоградська обл., Добровеличківський р-н, смт Добровеличківка, вул. Поповича, буд. 13",17.0,,01.05.2021,,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-12-31,4,2021
